45.91899037361145
         121232705 function calls (108095604 primitive calls) in 60.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 path.py:268(LocalPath)
        1    0.000    0.000    0.000    0.000 widgets.py:1945(Cursor)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
       36    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       34    0.000    0.000    0.000    0.000 libmpf.py:491(from_rational)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
      446    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 matcher_utils.py:15(_init_logger)
        1    0.000    0.000    0.000    0.000 core.py:5111(__init__)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:191(SchemaMatcher)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexfield.py:44(__init__)
        1    0.000    0.000    0.000    0.000 search.py:405(IndexableMixin)
        1    0.000    0.000    0.000    0.000 contour.py:77(ContourLabeler)
        2    0.000    0.000    0.000    0.000 types.py:67(new_class)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        2    0.000    0.000    0.000    0.000 recipes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ergas.py:1(<module>)
       10    0.000    0.000    0.000    0.000 symbolic_opset11.py:87(_apply)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1274(RegularPolyCollection)
       18    0.000    0.000    0.000    0.000 annotator.py:150(generic_visit)
        1    0.000    0.000    0.000    0.000 smtlib.py:20(SMTLibPrinter)
      695    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
      205    0.000    0.000    0.000    0.000 __init__.py:724(__iter__)
      263    0.000    0.000    0.000    0.000 core.py:3767(<genexpr>)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
       43    0.000    0.000    0.000    0.000 symbolic_shapes.py:817(_make_user_magic)
        1    0.000    0.000    0.000    0.000 simple.py:36(SimpleProfiler)
       44    0.000    0.000    0.000    0.000 core.py:3986(<genexpr>)
        1    0.000    0.000    0.000    0.000 distribution.py:16(ProgramDistributionFamily)
        1    0.000    0.000    0.000    0.000 tedlium.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_importer.py:48(PackageImporter)
        1    0.000    0.000    0.000    0.000 numbers.py:331(tribonacci)
        1    0.000    0.000    0.000    0.000 speechcommands.py:50(SPEECHCOMMANDS)
        1    0.000    0.000    0.000    0.000 anchor_utils.py:10(AnchorGenerator)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:101(<lambda>)
       80    0.000    0.000    0.000    0.000 _docscrape.py:469(_str_section)
       23    0.000    0.000    0.000    0.000 _symbolic_trace.py:994(wrap)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1043(__init__)
        1    0.000    0.000    0.000    0.000 emformer.py:76(_EmformerAttention)
        6    0.000    0.000    0.000    0.000 patches.py:2237(<listcomp>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:181(SymNode)
        1    0.000    0.000    0.000    0.000 _multi_commits.py:184(MultiCommitStep)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 device_dtype_mixin.py:22(_DeviceDtypeModuleMixin)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 aggregation.py:30(BaseAggregator)
        1    0.000    0.000    0.000    0.000 builder.py:1377(GeneratorBasedBuilder)
        1    0.000    0.000    0.000    0.000 streaming_download_manager.py:954(StreamingDownloadManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:78(inner)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:37(Category)
       55    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
      198    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 formdata.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 source.py:17(Source)
      192    0.000    0.000    0.000    0.000 docscrape.py:403(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:221(MulticlassPrecisionRecallCurve)
       12    0.000    0.000    0.000    0.000 datetimelike.py:161(_make_unpacked_invalid_op)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        1    0.000    0.000    0.000    0.000 sampler.py:210(BatchSampler)
        1    0.000    0.000    0.000    0.000 order.py:11(Order)
      907    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 r2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chrf.py:52(CHRFScore)
        8    0.000    0.000    0.000    0.000 core.py:4968(__init__)
      139    0.000    0.000    0.000    0.000 core.py:790(preParse)
        1    0.000    0.000    0.000    0.000 http_websocket.py:32(WSCloseCode)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       73    0.000    0.000    0.000    0.000 _param_validation.py:350(__init__)
        1    0.000    0.000    0.000    0.000 _hf_hub_fixes.py:1(<module>)
       87    0.000    0.000    0.000    0.000 kl.py:41(register_kl)
        1    0.000    0.000    0.000    0.000 table.py:1037(MemoryMappedTable)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 groupby.py:744(BaseGroupBy)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
       37    0.000    0.000    0.000    0.000 _make.py:1031(_make_getstate_setstate)
        1    0.000    0.000    0.000    0.000 splits.py:517(SplitDict)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3180(__init__)
      222    0.000    0.000    0.000    0.000 transforms.py:1338(<genexpr>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:56(TypedSequence)
        1    0.000    0.000    0.000    0.000 widgets.py:3770(LassoSelector)
       51    0.000    0.000    0.000    0.000 specifiers.py:813(__eq__)
        5    0.000    0.000    0.000    0.000 numbers.py:1872(__eq__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6044(__init__)
        1    0.000    0.000    0.000    0.000 data_files.py:769(DataFilesDict)
      198    0.000    0.000    0.000    0.000 docscrape.py:162(__setitem__)
        1    0.000    0.000    0.000    0.000 prints.py:1(<module>)
        2    0.000    0.000    0.000    0.000 snr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 rings.py:572(PolyElement)
        1    0.000    0.000    0.000    0.000 caching.py:513(UpdatableLRU)
        1    0.000    0.000    0.000    0.000 combinatorics.py:14(ShufflerIterDataPipe)
        1    0.000    0.000    0.000    0.000 wrappers.py:263(_FabricDataLoader)
       10    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.000    0.000 widgets.py:3081(ToolHandles)
        1    0.000    0.000    0.000    0.000 s_expression.py:17(InitializedSExpression)
        1    0.000    0.000    0.000    0.000 multioutput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_parser.py:123(HeadersParser)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 power.py:282(__new__)
      157    0.000    0.000    0.000    0.000 {built-in method torch._C.isSubtypeOf}
        1    0.000    0.000    0.000    0.000 optimizer.py:381(_MockOptimizer)
       16    0.000    0.000    0.000    0.000 arraypad.py:86(_pad_simple)
        1    0.000    0.000    0.000    0.000 __init__.py:560(_get_data_path)
        1    0.000    0.000    0.000    0.000 signal_connector.py:23(_HandlersCompose)
       14    0.000    0.000    0.000    0.000 __init__.py:3311(<genexpr>)
        1    0.000    0.000    0.000    0.000 rnnt.py:55(_CustomLSTM)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
        1    0.000    0.000    0.000    0.000 features.py:763(PandasArrayExtensionDtype)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:199(ConnectionKey)
       14    0.000    0.000    0.000    0.000 features.py:1562(__init__)
      191    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
        1    0.000    0.000    0.000    0.000 minmax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1568(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(_initialize)
       28    0.000    0.000    0.000    0.000 overrides.py:10(is_overridden)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:634(__init__)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       45    0.000    0.000    0.000    0.000 parsed_ast.py:604(__post_init__)
        4    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imagenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu.py:23(CPUAccelerator)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:14(ExpressionDomain)
       28    0.000    0.000    0.000    0.000 pathlib.py:657(stem)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:1027(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cpu.py:27(CPUAccelerator)
      544    0.000    0.000    0.000    0.000 registration.py:81(in_base)
       58    0.000    0.000    0.000    0.000 results.py:204(__getitem__)
        1    0.000    0.000    0.000    0.000 progress.py:125(_Progress)
        2    0.000    0.000    0.000    0.000 edit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mpi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4349(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
      200    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       86    0.000    0.000    0.000    0.000 utils.py:44(<dictcomp>)
      847    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
       93    0.000    0.000    0.000    0.000 _script.py:897(<lambda>)
       28    0.000    0.000    0.000    0.000 {built-in method torch._C.call_stack}
        2    0.000    0.000    0.000    0.000 fleiss_kappa.py:1(<module>)
        2    0.000    0.000    0.000    0.000 printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weak.py:79(WeakIdKeyDictionary)
        1    0.000    0.000    0.000    0.000 s_expression.py:5(SExpression)
        1    0.000    0.000    0.000    0.000 model_summary_deepspeed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abstraction_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3783(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 reports.py:384(CollectReport)
      781    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x711590bcd940}
        2    0.000    0.000    0.000    0.000 sysconfig.py:109(_getuserbase)
        1    0.000    0.000    0.000    0.000 stl10.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 ljspeech.py:1(<module>)
        1    0.000    0.000    0.000    0.000 librispeech.py:77(LIBRISPEECH)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:7(_ExtractModuleReferences)
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
       31    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
       89    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:24(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 proxy.py:321(Proxy)
       51    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
        1    0.000    0.000    0.000    0.000 lpips.py:237(_LPIPS)
        1    0.000    0.000    0.000    0.000 streams.py:562(DataQueue)
        1    0.000    0.000    0.000    0.000 conv.py:1195(LazyConv1d)
        2    0.000    0.000    0.000    0.000 __init__.py:2218(resolve_egg_link)
        9    0.000    0.000    0.000    0.000 _flag.py:247(_parse_from_default)
        1    0.000    0.000    0.000    0.000 _pyio.py:2189(close)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:370(Transformer)
        1    0.000    0.000    0.000    0.000 ipc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 swa_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:17(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 widgets.py:1599(RadioButtons)
        3    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
      252    0.000    0.000    0.000    0.000 inspect.py:946(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fixes.py:1(<module>)
      720    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        8    0.000    0.000    0.000    0.000 core.py:4331(_generateDefaultName)
      160    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 cmudict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
